Year,State,Region,Number of People by Medicare-Medicaid Enrollment Type,Number of People,Number of People with FFS,Number of Females with FFS,Number of Males with FFS,A%_<40,A%_40-64,A%_65-84,A%_85+,F%,M%,White%,AfrA%,His%,Asian%,Indig%,Unknown%,ha%,af%,hf%,dm%,hc%,hyp%,ihd%,strokeorTIA%,obesity%,pad%,Number of FFS people who used Medicare procedures,Number of FFS people who used Medicare imaging services,Number of FFS people who used Medicare laboratory/testing services,Number of FFS people who used Medicare durable medical equipment,Number of people who used Medicare Part D prescription drugs,Total Medicare payments,Total Medicare IP Hospital FFS payments,Total Medicare Other IP Hospital FFS payments,Total Medicare Part B drug FFS payments,Total Medicare procedure FFS payments,Total Medicare imaging FFS payments,Total Medicare durable medical equipment FFS payments,Total Medicare Part D prescription drug FFS costs (total RX cost),Number of FFS people who used Medicaid lab/xray services,Number of FFS people who used Medicaid durable medical equipment services,Number of FFS people who used Medicaid drugs,Number of FFS people who used Medicaid clinic services,Total Medicaid FFS payments,Total Medicaid lab/xray FFS payments,Total Medicaid durable medical equipment FFS payments,Total Medicaid drug FFS payments,Total Medicaid clinic payments
2010,MI,Midwest,Medicare Only,1448112,1146146,624083,522063,0.0087,0.11,0.751,0.13,0.538,0.462,0.875,0.0948,0.0069,0.0128,0.0026,0.0081,0.0102,0.08,0.159,0.28,0.457,0.568,0.348,0.0374,0.052,0.105,731552,820260,853875,352984,522636,12960321972,3600793900,61673365,325553629,723546298,277945266,244095021,630549777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,MI,Midwest,Medicaid Only (Disability),214393,14586,6304,8282,0.537,0.462,NaN,NaN,0.476,0.524,0.492,0.382,0.0108,0.0173,0.0057,0.0001,0.0186,0.0162,0.0801,0.11,0.091,0.211,0.115,0.0398,0.0475,0.0202,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,150644,80792,165478,38939,1181845078,24803946,24755929,322600445,NaN
2010,MN,Midwest,Full Benefit,119775,80936,45334,35602,0.137,0.34,0.333,0.19,0.612,0.388,0.799,0.0858,0.0564,0.0227,0.0206,0.0153,0.0075,0.0418,0.121,0.235,0.227,0.361,0.147,0.03,0.123,0.093,40060,47208,52641,26836,111762,2028435515,353580816,34175984,25378790,29588119,12058965,28359206,512522994,86930,69127,89087,9144,2379290946,10851469,34458990,13486122,6626507
2010,MN,Midwest,Partial Benefit,16566,16530,9591,6939,0.0573,0.357,0.499,0.087,0.581,0.419,0.873,0.061,0.0175,0.0205,0.0194,0.0088,0.0056,0.0365,0.0806,0.195,0.205,0.298,0.149,0.0146,0.0716,0.0411,5508,7220,7768,3841,14488,179889290,37161527,2249073,1968455,3977390,1663802,2648817,49530732,2329,1370,971,404,13585858,639562,421056,387556,164336
2010,MN,Midwest,Medicare Only,686135,372999,200596,172403,0.0061,0.0709,0.784,0.14,0.537,0.463,0.964,0.0111,0.0068,0.0062,0.0046,0.0079,0.0087,0.0814,0.114,0.194,0.31,0.426,0.22,0.0258,0.0439,0.0616,213858,251763,271716,105332,395935,5138432959,1334914647,18042454,86942585,165759123,63650416,60882958,380736281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,MN,Midwest,Medicaid Only (Disability),69798,67584,31208,36376,0.592,0.404,NaN,NaN,0.465,0.535,0.583,0.226,0.0745,0.0002,0.0423,0.0556,0.0033,0.0078,0.0278,0.11,0.0665,0.124,0.0406,0.0117,0.0597,0.0123,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46794,32905,57034,2996,1822452789,38206379,121602026,192657354,6926255
2010,MO,Midwest,Full Benefit,156726,156323,97159,59164,0.116,0.394,0.361,0.129,0.622,0.378,0.773,0.192,0.0118,0.0146,0.0032,0.0054,0.0116,0.0605,0.234,0.347,0.35,0.576,0.313,0.0621,0.13,0.169,88128,105411,114801,60456,146318,3063831571,741028383,53184973,37214918,78602186,32722301,72027457,773291300,62683,25986,96125,131323,1972184554,11630258,11769062,51226348,97075932
2010,MO,Midwest,Partial Benefit,33761,32493,18769,13724,0.0805,0.439,0.426,0.0542,0.58,0.42,0.805,0.168,0.006,0.0136,0.0032,0.0041,0.0056,0.0311,0.109,0.233,0.276,0.401,0.203,0.0219,0.0892,0.0658,12384,16812,18176,9098,29760,381161101,71474524,3205248,4139207,10228266,4323922,8525160,111771113,4655,986,2910,13334,21849246,650389,288089,1653668,5540861
2010,MO,Midwest,Medicare Only,861227,620762,336170,284592,0.0098,0.108,0.758,0.124,0.538,0.462,0.913,0.0674,0.0047,0.0081,0.0013,0.0055,0.0088,0.0774,0.132,0.236,0.414,0.534,0.285,0.0355,0.048,0.102,370817,420533,470394,175518,438788,6757438851,1611502282,28098407,156190278,318811026,120294140,132203050,520889049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,MO,Midwest,Medicaid Only (Disability),121993,120764,63194,57566,0.41,0.59,NaN,NaN,0.524,0.476,0.717,0.228,0.0041,0.0023,0.0017,0.0116,0.0062,0.0094,0.0605,0.164,0.0805,0.217,0.103,0.018,0.054,0.0198,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90353,61155,96264,98123,1930114397,112434863,58589247,502525923,164941917
2010,MS,Southeast,Full Benefit,81905,81753,54299,27454,0.114,0.299,0.431,0.156,0.664,0.336,0.421,0.561,0.0066,0.0056,0.0032,0.0028,0.0114,0.0555,0.259,0.369,0.286,0.658,0.274,0.0705,0.0937,0.148,44044,54983,60297,33867,76045,1582876428,368168001,44076673,20421612,37277903,16108852,40963012,283137871,55273,38808,26913,20010,1180327832,8421305,24123596,8208777,4647457
2010,MS,Southeast,Partial Benefit,74304,74174,44168,30006,0.0553,0.412,0.463,0.0696,0.596,0.404,0.495,0.493,0.0024,0.0053,0.0023,0.0024,0.0102,0.0409,0.179,0.327,0.316,0.606,0.26,0.0334,0.0841,0.0844,37344,47536,53938,30145,69310,1029311026,230634250,15677565,13631973,34060322,15193101,31648501,227995841,30331,19110,2938,8803,73788671,4747397,9473753,3968127,1636240
2010,MS,Southeast,Medicare Only,364467,309206,163705,145501,0.0115,0.153,0.738,0.0975,0.522,0.478,0.789,0.198,0.003,0.0047,0.0012,0.0043,0.0085,0.0636,0.134,0.248,0.363,0.555,0.274,0.0329,0.0394,0.0689,187295,211705,243907,98809,174176,2901982178,744198878,28125361,93622349,152898147,67035354,78634895,244451518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,MS,Southeast,Medicaid Only (Disability),95222,95222,47304,47915,0.567,0.43,NaN,NaN,0.497,0.503,0.259,0.478,NaN,0.0074,0.0031,NaN,0.0031,0.0065,0.0552,0.135,0.0694,0.23,0.0621,0.0145,0.0453,0.0195,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63717,41765,74408,38031,1075823747,42717588,27145262,174493020,22197890
2010,MT,West,Full Benefit,15892,15824,9842,5982,0.132,0.329,0.372,0.167,0.622,0.378,0.843,0.0051,0.0076,0.0198,0.112,0.0116,0.0062,0.0562,0.181,0.252,0.213,0.408,0.181,0.0399,0.0938,0.105,7907,9457,8404,5003,14452,224228058,50522138,3911412,3169014,5719902,1795635,5639625,63992007,7302,6964,5673,3049,250316678,1799143,5536086,1787383,2522941
2010,MT,West,Partial Benefit,7812,7807,4469,3338,0.0684,0.402,0.47,0.0594,0.572,0.428,0.875,0.0036,0.0044,0.0172,0.0945,0.0058,0.0064,0.0355,0.104,0.215,0.207,0.335,0.169,0.0199,0.074,0.0466,3122,4091,3861,2243,6588,86508886,18241506,1229162,1203211,2670637,868761,2072542,23726164,2051,978,278,779,7427710,501448,427732,317394,285442
2010,MT,West,Medicare Only,153691,117279,60063,57216,0.0073,0.0933,0.775,0.124,0.506,0.494,0.952,0.0015,0.003,0.0082,0.0272,0.0078,0.0062,0.0719,0.11,0.179,0.275,0.405,0.21,0.0248,0.0331,0.0509,64938,73577,71285,30830,71660,998544360,243707889,2860208,26933179,52689965,15726916,22536879,80290997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,MT,West,Medicaid Only (Disability),13092,6439,3122,3317,0.51,0.49,NaN,NaN,0.497,0.503,0.784,NaN,0.0031,0.0209,0.178,NaN,0.0037,0.0081,0.0374,0.103,0.0438,0.108,0.0435,0.0155,0.0523,0.013,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8007,5679,9155,2444,218700548,7399424,9750734,37013557,3051946
2010,NC,Southeast,Full Benefit,246742,242956,157605,85351,0.104,0.342,0.412,0.142,0.649,0.351,0.548,0.394,0.0166,0.021,0.0119,0.009,0.0115,0.0551,0.2,0.352,0.367,0.598,0.256,0.0538,0.105,0.108,137488,165957,186248,98633,229992,4384747535,1105167857,56348765,60895277,117465431,51813396,104591452,1078026922,157028,72321,107988,51980,2790815543,26170587,32553763,40608480,14901113
2010,NC,Southeast,Partial Benefit,71459,71411,43071,28340,0.0407,0.396,0.488,0.0753,0.603,0.397,0.622,0.343,0.0045,0.0141,0.0094,0.0071,0.0089,0.0406,0.132,0.279,0.317,0.459,0.217,0.0291,0.081,0.0647,30215,38020,43627,23498,64852,1032882963,213711249,7152356,12073857,28444030,11739948,24025020,262647878,5726,2291,3015,1664,33087418,1534571,936516,3273095,706372
2010,NC,Southeast,Medicare Only,1238604,959804,522586,437218,0.0083,0.126,0.764,0.102,0.538,0.462,0.833,0.142,0.0056,0.0082,0.0032,0.0079,0.0088,0.0724,0.116,0.254,0.452,0.552,0.247,0.0315,0.0449,0.0642,606113,671635,788786,289068,574626,9582577903,2457680705,33966587,272700528,515026316,204459421,215128315,794886805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NC,Southeast,Medicaid Only (Disability),183901,78482,35074,43408,0.553,0.446,NaN,NaN,0.469,0.531,0.42,0.427,0.0065,0.0164,0.017,0.0236,0.0086,0.0112,0.0597,0.132,0.0958,0.224,0.0845,0.029,0.0555,0.0211,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,124041,82422,135961,35855,3039615177,111762933,106843036,548958213,28634231
2010,ND,Midwest,Full Benefit,12555,12446,7670,4776,0.116,0.301,0.329,0.253,0.618,0.382,0.882,0.0061,0.0063,0.0092,0.088,0.008,0.0102,0.0658,0.248,0.297,0.272,0.494,0.246,0.0345,0.0924,0.135,6304,7814,8410,3884,11759,178842135,39481962,3728319,2263960,4371601,1349797,3192549,53386584,6324,4675,4349,3272,358608948,1482996,1089041,1087565,1636844
2010,ND,Midwest,Partial Benefit,3266,3266,1920,1346,0.06,0.334,0.514,0.0915,0.588,0.412,0.867,0.0049,NaN,0.015,0.102,NaN,0.0064,0.0407,0.13,0.259,0.274,0.407,0.224,0.015,0.0919,0.057,1421,1866,1873,1044,2852,33177532,7181085,486253,331884,1011930,343347,770575,9956404,1039,543,77,288,2502782,230279,78996,35666,48964
2010,ND,Midwest,Medicare Only,97903,84087,46156,37931,0.0063,0.0707,0.769,0.154,0.538,0.462,0.966,0.0017,0.0022,0.0032,0.0195,0.0075,0.0083,0.0702,0.129,0.217,0.368,0.478,0.26,0.0222,0.0405,0.0602,46614,57713,56464,24486,58775,672790072,197168396,3166475,19437867,35490104,11323773,14620947,63573190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,ND,Midwest,Medicaid Only (Disability),5263,5261,2662,2599,0.552,0.444,NaN,NaN,0.506,0.494,0.68,0.0293,NaN,NaN,0.238,0.0462,0.0025,0.0084,0.0363,0.141,0.0703,0.137,0.0587,0.0089,0.0705,0.0167,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3599,2308,4044,1969,136810991,4238087,1877682,14721137,1272343
2010,NE,Midwest,Full Benefit,37968,36809,23238,13571,0.124,0.359,0.342,0.175,0.632,0.368,0.835,0.0835,0.0119,0.0463,0.0169,0.0066,0.0092,0.0709,0.203,0.302,0.274,0.492,0.255,0.0402,0.106,0.119,22384,24671,27269,13865,35624,651487942,149408568,9255133,12589940,16958436,5955591,14326612,185141321,20859,21680,25602,8782,578608091,5329176,17192594,6786178,1748224
2010,NE,Midwest,Partial Benefit,4912,4624,2575,2049,0.0497,0.353,0.517,0.0804,0.562,0.438,0.845,0.0839,0.0073,0.0434,0.0132,0.0073,0.0102,0.058,0.128,0.251,0.26,0.39,0.224,0.0177,0.0835,0.0634,1995,2483,2818,1468,4201,57449522,12039861,399071,733939,1656829,585449,1338517,14684931,354,326,245,168,1827072,95928,111279,82509,26734
2010,NE,Midwest,Medicare Only,249330,203373,112511,90862,0.0064,0.0737,0.772,0.148,0.543,0.457,0.948,0.0223,0.0048,0.0151,0.0028,0.0068,0.0083,0.0874,0.125,0.207,0.344,0.475,0.263,0.0247,0.0404,0.068,124165,139585,156499,57120,135929,1907240072,517768118,5584631,70283604,102323369,33434488,40936105,151970515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NE,Midwest,Medicaid Only (Disability),18715,7866,3787,4078,0.564,0.429,NaN,NaN,0.499,0.501,0.674,0.165,0.0124,0.0011,0.0318,0.068,0.006,0.0109,0.05,0.13,0.0632,0.154,0.0611,0.0191,0.0486,0.0139,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12851,9566,14513,4239,355543451,11141963,13417162,57915670,3757271
2010,NH,Northeast,Full Benefit,21405,21368,13474,7894,0.166,0.365,0.282,0.188,0.631,0.369,0.943,0.0136,0.0094,0.0231,0.0015,0.0097,0.0111,0.0725,0.185,0.292,0.328,0.47,0.244,0.0549,0.125,0.144,12138,13694,12283,6672,19585,385655731,83252332,12323160,2964732,8063743,3269915,7443414,100678981,3569,6386,12073,6095,423697214,1037415,4032972,3515647,13255599
2010,NH,Northeast,Partial Benefit,10079,10072,6265,3807,0.119,0.427,0.398,0.0565,0.622,0.378,0.945,0.0163,0.0069,0.0202,0.0012,0.0099,0.0074,0.0459,0.0996,0.248,0.348,0.418,0.195,0.0218,0.108,0.0698,4851,6401,5755,3162,8684,115390349,27687703,2133309,797911,3726057,1381508,2612658,30798336,689,349,632,989,7687615,139871,114331,419773,534560
2010,NH,Northeast,Medicare Only,200103,168040,91398,76642,0.0135,0.108,0.757,0.122,0.532,0.468,0.968,0.0109,0.005,0.0073,0.0004,0.0087,0.0083,0.0874,0.109,0.215,0.452,0.519,0.238,0.0298,0.0488,0.0732,94126,109704,104573,39536,74539,1445988278,396914314,11900092,20404597,74109303,24522237,25587469,94381894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NH,Northeast,Medicaid Only (Disability),12537,12537,6766,5771,0.456,0.539,NaN,NaN,0.54,0.46,0.941,0.016,0.0061,0.0274,NaN,NaN,0.0046,0.0118,0.0371,0.127,0.101,0.145,0.0662,0.0136,0.0605,0.0177,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8798,5920,9286,5133,212897448,6803546,6082559,35232034,12069978
2010,NJ,Northeast,Full Benefit,183998,177032,113016,64016,0.0821,0.264,0.48,0.174,0.64,0.36,0.457,0.209,0.0875,0.229,0.0011,0.0166,0.0125,0.0773,0.264,0.404,0.441,0.643,0.409,0.0822,0.101,0.297,119056,126425,142976,62615,169365,3868943573,1003403886,67076846,45166721,145542091,66551593,52162853,880367531,82319,68249,100450,16874,3465109768,14168320,43755904,42566167,9312137
2010,NJ,Northeast,Partial Benefit,28432,28305,18699,9606,0.0261,0.288,0.55,0.136,0.661,0.339,0.609,0.198,0.0248,0.158,0.0005,0.0091,0.0083,0.0579,0.173,0.317,0.407,0.506,0.314,0.0352,0.0813,0.144,13290,15220,17551,7343,26198,458538682,90217436,6131172,4900010,15213522,7655643,5464998,121749380,494,291,248,130,3980712,75817,121574,90598,83034
2010,NJ,Northeast,Medicare Only,1179335,934577,527600,406977,0.0084,0.0897,0.759,0.143,0.554,0.446,0.813,0.0927,0.0255,0.0561,0.0003,0.0124,0.0096,0.0969,0.172,0.293,0.534,0.606,0.369,0.0435,0.0522,0.163,621698,653836,764686,224422,491529,11494210850,3162679245,93132099,321773857,739489085,356785610,147996726,780091595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NJ,Northeast,Medicaid Only (Disability),113961,50942,23404,27538,0.553,0.44,NaN,NaN,0.475,0.525,0.366,0.345,0.0068,0.0989,0.0018,0.0011,0.0039,0.0134,0.0672,0.146,0.103,0.224,0.102,0.0289,0.0462,0.0366,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71007,41256,82971,13378,1800285462,31155149,18473990,427449919,9132308
2010,NM,Southwest,Full Benefit,38466,30376,18082,12294,0.115,0.277,0.477,0.131,0.609,0.391,0.304,0.0233,0.0126,0.501,0.154,0.0056,0.0086,0.0337,0.167,0.328,0.268,0.468,0.211,0.0401,0.0941,0.106,16489,20723,21285,12249,33938,519617519,111456043,5988918,6432876,14343389,5595760,13944796,102235902,22987,18353,11740,6128,211630232,341962,4808602,576135,469087
2010,NM,Southwest,Partial Benefit,29740,29596,16884,12712,0.0585,0.342,0.532,0.0676,0.571,0.429,0.372,0.0219,0.0056,0.515,0.0807,0.0047,0.0068,0.0251,0.11,0.274,0.248,0.386,0.177,0.0215,0.0752,0.0535,10741,14211,14558,7764,25645,333978818,71298067,2762453,4650822,9894647,3836658,7473419,66986188,10455,5665,1263,1407,24807371,747512,1199602,39321,246974
2010,NM,Southwest,Medicare Only,259060,171935,87631,84304,0.0101,0.113,0.767,0.11,0.512,0.488,0.673,0.0148,0.0064,0.26,0.0376,0.0075,0.0065,0.0502,0.114,0.212,0.343,0.444,0.223,0.0267,0.047,0.0627,90656,102377,111835,43893,122492,1796580885,369586725,6378637,36787355,77278121,30917081,37783756,124738700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NM,Southwest,Medicaid Only (Disability),41669,11426,5132,6294,0.541,0.45,NaN,NaN,0.482,0.518,0.264,0.0247,NaN,0.299,0.175,NaN,0.0018,0.0049,0.0296,0.118,0.0466,0.124,0.0415,0.012,0.0397,0.0089,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27626,17397,32931,4027,227987275,3570765,5758778,5346799,1298617
2010,NV,West,Full Benefit,23749,23407,14876,8531,0.102,0.255,0.503,0.14,0.636,0.364,0.549,0.128,0.102,0.193,0.0149,0.0128,0.0102,0.0538,0.207,0.316,0.357,0.55,0.278,0.0687,0.0892,0.164,12205,15104,16511,8555,21259,517780810,122464788,11903777,5281706,13870476,8408542,11281174,81862445,10294,5049,13907,3594,300627363,2381383,2303520,4432917,2809977
2010,NV,West,Partial Benefit,18205,18156,10595,7561,0.0578,0.37,0.525,0.0477,0.584,0.416,0.639,0.126,0.0486,0.159,0.0165,0.0108,0.0053,0.023,0.0909,0.191,0.233,0.329,0.162,0.0251,0.0646,0.0614,5912,7709,8295,4100,15370,262447228,45564059,6081412,2200850,7677262,4096385,4932500,48357701,2646,313,211,1431,5668223,368752,86026,128477,599446
2010,NV,West,Medicare Only,329357,201673,100669,101004,0.0106,0.103,0.797,0.0897,0.504,0.496,0.803,0.0618,0.04,0.0731,0.0059,0.0162,0.007,0.0612,0.105,0.216,0.408,0.478,0.247,0.0354,0.0432,0.086,113443,127634,140997,48906,148577,2842307125,533360508,17828603,58061685,134720160,69377869,45344595,168626187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NV,West,Medicaid Only (Disability),26255,26244,12713,13531,0.575,0.418,NaN,NaN,0.485,0.515,0.511,0.26,0.0246,0.0047,0.0129,0.182,0.003,0.0085,0.0536,0.123,0.0992,0.189,0.0769,0.0214,0.0502,0.019,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17486,9583,19611,5106,435247490,17850849,13896100,75652995,9194960
2010,NY,Northeast,Full Benefit,678355,661854,407653,254200,0.0754,0.252,0.508,0.165,0.618,0.382,0.461,0.193,0.0888,0.228,0.0028,0.0266,0.0103,0.0608,0.225,0.36,0.375,0.539,0.354,0.0534,0.0854,0.201,335879,379005,410278,191522,620015,13620468917,3603369629,304111244,124005699,486841129,213424472,163718412,3098906867,356831,283669,384638,112145,18234698103,44455476,116508486,156193243,147547994
2010,NY,Northeast,Partial Benefit,115713,115471,76342,39129,0.0268,0.217,0.6,0.156,0.661,0.339,0.658,0.142,0.0529,0.13,0.002,0.0153,0.0049,0.0365,0.0882,0.168,0.209,0.274,0.167,0.0171,0.0394,0.0592,28465,34812,37370,16096,102158,1542361665,176556770,14211407,10151666,27519923,14325178,12067272,333937060,10631,4977,3895,2416,47250380,1156640,907074,3506527,820300
2010,NY,Northeast,Medicare Only,2338526,1422461,778448,644013,0.0072,0.103,0.752,0.137,0.544,0.456,0.804,0.101,0.0211,0.056,0.0011,0.0165,0.0082,0.0864,0.151,0.272,0.48,0.544,0.334,0.0354,0.0457,0.125,884773,964814,1084206,318610,1025449,20842355461,4761871279,170279286,381366742,1059009882,522962781,207894725,1417630664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,NY,Northeast,Medicaid Only (Disability),451784,211555,93479,118071,0.516,0.474,NaN,NaN,0.482,0.518,0.335,0.288,0.0216,0.0203,0.0031,0.254,0.0042,0.008,0.0506,0.123,0.0657,0.146,0.0804,0.0152,0.0485,0.0161,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,292764,126106,359816,121606,10638658404,36221109,72145093,1761292512,192865240
2010,OH,Midwest,Full Benefit,224602,222820,141011,81809,0.126,0.337,0.363,0.173,0.633,0.367,0.745,0.213,0.0123,0.0208,0.001,0.0083,0.0121,0.0692,0.252,0.353,0.342,0.572,0.326,0.0731,0.121,0.214,137861,144987,152403,79662,205678,4933738874,1112544752,83781986,52304938,113287825,48292363,97444524,1039222765,55141,87766,116359,28788,4932252113,10890421,52875191,38731432,28444627
2010,OH,Midwest,Partial Benefit,109381,108327,65314,43013,0.0922,0.458,0.402,0.0481,0.604,0.396,0.752,0.212,0.0054,0.0223,0.001,0.0069,0.0078,0.0335,0.118,0.254,0.309,0.422,0.223,0.026,0.098,0.0735,45392,58039,60004,31531,96132,1458536839,304401942,27921453,18793724,40463474,16272911,30213545,384723888,6506,5191,7421,8922,128329752,1511759,1210077,5518529,5122696
2010,OH,Midwest,Medicare Only,1656140,976851,519009,457842,0.0079,0.0895,0.77,0.133,0.544,0.456,0.903,0.0748,0.006,0.0081,0.0002,0.0077,0.0092,0.0828,0.143,0.261,0.458,0.565,0.308,0.0358,0.0497,0.103,595415,659473,726985,284173,722405,13907754264,2676327849,78195706,239147763,512706347,180093223,193852393,875845100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,OH,Midwest,Medicaid Only (Disability),233587,138209,61912,76297,0.502,0.495,NaN,NaN,0.499,0.501,0.648,0.321,0.0038,0.0249,0.0009,0.0001,0.0042,0.0099,0.048,0.107,0.0499,0.137,0.0646,0.0189,0.0394,0.026,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79279,42075,188870,35462,3262873151,63995049,68221284,721892891,18442021
2010,OK,Southwest,Full Benefit,95095,94672,60892,33780,0.114,0.346,0.419,0.121,0.643,0.357,0.703,0.126,0.0146,0.0345,0.117,0.005,0.0121,0.056,0.263,0.336,0.313,0.584,0.339,0.0611,0.112,0.171,51080,62723,67310,37159,88311,1817802767,406607557,38163783,23336978,44990667,19678748,48210108,385205412,62739,29961,26976,20225,1037868987,11169691,23065723,6473817,5726966
2010,OK,Southwest,Partial Benefit,21669,21528,12036,9492,0.0574,0.401,0.491,0.05,0.559,0.441,0.751,0.0965,0.0049,0.026,0.118,0.0034,0.0085,0.0338,0.141,0.245,0.258,0.433,0.248,0.0233,0.0764,0.071,8467,10962,11813,6055,18907,268002041,52510583,2671512,2635407,7676598,3032375,6177943,65047465,1136,415,426,395,4892014,277907,243596,212467,89562
2010,OK,Southwest,Medicare Only,515929,405995,217067,188928,0.0103,0.116,0.761,0.112,0.528,0.472,0.866,0.0438,0.0053,0.0128,0.0664,0.006,0.0091,0.0669,0.15,0.232,0.387,0.542,0.316,0.0342,0.0422,0.082,240219,271739,304733,115006,245247,4160634355,1014807133,32330304,115151814,212783573,80517009,91998126,319695265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,OK,Southwest,Medicaid Only (Disability),75378,41263,22793,18470,0.551,0.446,NaN,NaN,0.537,0.463,0.642,0.188,0.0074,0.0005,0.0898,0.0704,0.004,0.0079,0.0633,0.121,0.0615,0.182,0.0831,0.0201,0.0584,0.0259,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48521,24346,56221,20978,1022273532,47765594,27611166,162186623,17947084
2010,OR,West,Full Benefit,65751,37096,22214,14882,0.112,0.316,0.418,0.154,0.613,0.387,0.809,0.0306,0.0653,0.0613,0.0153,0.0181,0.0107,0.0587,0.178,0.274,0.244,0.415,0.196,0.0438,0.0901,0.0976,17733,22962,26015,14242,59623,1054716707,150523074,9848415,12179623,14946359,5461636,16272105,239396766,38811,30285,34098,12258,706311477,2830119,12014035,7975073,2015673
2010,OR,West,Partial Benefit,34492,34456,19620,14836,0.0644,0.401,0.484,0.0511,0.57,0.43,0.871,0.0319,0.0202,0.0531,0.0148,0.0091,0.0059,0.0289,0.0781,0.194,0.213,0.293,0.133,0.0147,0.0732,0.0357,11322,14906,16867,7589,29303,386662131,70388093,4777476,6250307,10020935,3674754,6878125,100182096,7952,3793,1757,543,12781647,1489472,1257172,1128489,107028
2010,OR,West,Medicare Only,549054,290163,148106,142057,0.0067,0.0874,0.769,0.137,0.526,0.474,0.944,0.0088,0.0133,0.0181,0.0064,0.0092,0.0072,0.0758,0.111,0.195,0.342,0.429,0.196,0.0269,0.0426,0.0606,156179,172843,198778,71300,299439,4004922681,663246297,8627993,69083245,133357646,43044460,52256813,296012379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,OR,West,Medicaid Only (Disability),53587,7484,3561,3923,0.492,0.504,NaN,NaN,0.501,0.499,0.779,0.0575,0.0247,0.0481,0.0257,0.025,0.0073,0.0139,0.0532,0.114,0.0647,0.152,0.0592,0.0322,0.0425,0.0107,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37879,21502,42598,14039,438098771,12201103,8974265,82745172,3825435
2010,PA,Northeast,Full Benefit,343964,262938,164896,98042,0.123,0.344,0.381,0.151,0.625,0.375,0.707,0.187,0.0278,0.0679,0.0007,0.009,0.0109,0.0699,0.205,0.308,0.321,0.504,0.296,0.0645,0.0924,0.247,148902,159669,165620,75802,312187,6336390960,1139380233,94914413,49276149,129342016,52978469,73271745,1407671105,139191,80718,152360,32802,5179127496,7281871,740200412,36691308,11115294
2010,PA,Northeast,Partial Benefit,70810,70651,42863,27788,0.0474,0.345,0.517,0.091,0.607,0.393,0.814,0.129,0.0085,0.0429,0.0005,0.0058,0.0065,0.0359,0.0946,0.199,0.242,0.314,0.183,0.0212,0.0626,0.0761,22161,26715,27954,13674,62279,992461662,147127754,11185533,7774832,21616232,8022268,11572815,231998185,2975,1198,1898,779,9895233,260380,261813,972934,223415
